title,url,discounted_price,original_price
"Cevapro Cycling Gloves, Touchscreen Winter Gloves Thicken Warm Gloves - SIZE XL",https://www.cigabuy.com/cevapro-cycling-gloves-touchscreen-winter-gloves-thicken-warm-gloves-size-xl-p-22446.html,$1.14,$4.55 
Authentic VOOPOO TPP-X Pod Tank 5.5ml - Stainless Steel,https://www.cigabuy.com/authentic-voopoo-tpp-x-pod-tank-55ml-stainless-steel-p-21926.html,$12.51,$13.89 
Authentic ThunderHead Creations THC Tauren Elite Lite RTA Pro Edition - Gunmatel,https://www.cigabuy.com/authentic-thunderhead-creations-thc-tauren-elite-lite-rta-pro-edition-gunmatel-p-22246.html,$45.28,$45.28
Authentic Steam Crave Hadron Plus DNA250C Mod - Gunmetal,https://www.cigabuy.com/authentic-steam-crave-hadron-plus-dna250c-mod-gunmetal-p-22039.html,$180.17,$180.17
5 x Authentic Geekvape M0.15 Quadra Coil 0.15ohm,https://www.cigabuy.com/5-x-authentic-geekvape-m015-quadra-coil-015ohm-p-21342.html,$13.78,$26.77 
Authentic Vandyvape Pulse AIO Kit - Frosted Black,https://www.cigabuy.com/authentic-vandyvape-pulse-aio-kit-frosted-black-p-22317.html,$95.73,$95.73
5 x Authentic Geekvape M0.2 Triple Coil 0.2ohm,https://www.cigabuy.com/5-x-authentic-geekvape-m02-triple-coil-02ohm-p-21339.html,$17.10,$22.75 
5 x Authentic Wotofo nexMESH Clapton Ni80 + A1 0.2ohm Coil,https://www.cigabuy.com/5-x-authentic-wotofo-nexmesh-clapton-ni80-a1-02ohm-coil-p-19390.html,$4.53,$10.88 
20 x Vandy Vape Ni80 Triple Fused Clapton Coil 28ga*3+38ga 0.41ohm 10pcs/pack,https://www.cigabuy.com/20-x-vandy-vape-ni80-triple-fused-clapton-coil-28ga338ga-041ohm-10pcspack-p-21691.html,$5.69,$10.36 
Authentic VOOPOO Drag X Plus Professional Edition Mod - SILVER GREY,https://www.cigabuy.com/authentic-voopoo-drag-x-plus-professional-edition-mod-silver-grey-p-21654.html,$30.61,$43.79 
50pcs SHOELACE Vape Cotton for RBA Atomizer DIY Building 10pcs/pack,https://www.cigabuy.com/50pcs-shoelace-vape-cotton-for-rba-atomizer-diy-building-10pcspack-p-21267.html,$5.69,$7.52 
5 x Authentic VOOPOO PnP-VM1 Mesh Coil 0.3ohm,https://www.cigabuy.com/5-x-authentic-voopoo-pnp-vm1-mesh-coil-03ohm-p-16295.html,$10.20,$13.54 
Authentic Wotofo MDura Mod - King Kong Orange,https://www.cigabuy.com/authentic-wotofo-mdura-mod-king-kong-orange-p-21613.html,$45.24,$45.24
Authentic Uwell Caliburn A2 Pod Kit - Grey,https://www.cigabuy.com/authentic-uwell-caliburn-a2-pod-kit-grey-p-21868.html,$25.15,$25.15
Authentic Fucig EXvape eXpromizer V5 MTL RTA - Brushed,https://www.cigabuy.com/authentic-fucig-exvape-expromizer-v5-mtl-rta-brushed-p-20605.html,$28.51,$29.51 
Authentic Uwell Caliburn G2 Pod Kit - Cobalt Green,https://www.cigabuy.com/authentic-uwell-caliburn-g2-pod-kit-cobalt-green-p-22276.html,$30.22,$30.22
Authentic VOOPOO Drag S Pro Pod Kit - Classic Black,https://www.cigabuy.com/authentic-voopoo-drag-s-pro-pod-kit-classic-black-p-21907.html,$32.87,$38.75 
Authentic Geekvape L200 Aegis Legend 2 MOD - Rainbow,https://www.cigabuy.com/authentic-geekvape-l200-aegis-legend-2-mod-rainbow-p-21215.html,$38.87,$63.76 
5 x Authentic VOOPOO PnP-VM5 coil 0.2ohm,https://www.cigabuy.com/5-x-authentic-voopoo pnp-vm5 coil-02ohm-p-19504.html,$10.20,$11.70 
Authentic Wotofo Gear V2 RTA - Gunmetal,https://www.cigabuy.com/authentic-wotofo-gear-v2-rta-gunmetal-p-22387.html,$35.22,$35.22
Authentic Uwell Crown 4 IV Replacement Glass Tube - 6ML,https://www.cigabuy.com/authentic-uwell-crown-4-iv-replacement-glass-tube-6ml-p-13603.html,$2.27,$3.99 
Authentic Uwell Crown 5 5ml sub-ohm Tank Atomizer - Red,https://www.cigabuy.com/authentic-uwell-crown-5-5ml-sub-ohm-tank-atomizer-red-p-20267.html,$22.67,$24.57 
Authentic Wotofo Gear V2 RTA - SS,https://www.cigabuy.com/authentic-wotofo-gear-v2-rta-ss-p-22385.html,$35.22,$35.22
Authentic VOOPOO Argus Pro 80W Pod Kit - Litchi Leather & Blue,https://www.cigabuy.com/authentic-voopoo-argus-pro-80w-pod-kit-litchi-leather-blue-p-20197.html,$29.47,$30.70 
Authentic asMODus Lustro 200W TC Box Mod - lime green + Teal,https://www.cigabuy.com/authentic-asmodus-lustro-200w-tc-box-mod-lime-green-teal-p-21861.html,$29.57,$42.07 
Authentic Steam Crave Aromamizer Plus V2 RDTA Advanced Kit - Gunmetal,https://www.cigabuy.com/authentic-steam-crave-aromamizer-plus-v2-rdta-advanced-kit-gunmetal-p-18330.html,$40.81,$78.13 
5-in-1 Survival Bracelet Fire Starter Whistle Buckle Scraper Knife - Black,https://www.cigabuy.com/5-in-1-survival-bracelet-fire-starter-whistle-buckle-scraper-knife-black-p-21355.html,$1.14,$6.08 
10 x Authentic VandyVape Vape Cotton Laces,https://www.cigabuy.com/10-x-authentic-vandyvape-vape-cotton-laces-p-16387.html,$2.27,$4.52 
Authentic Steam Crave Aromamizer Titan V2 RDTA - Gunmetal,https://www.cigabuy.com/authentic-steam-crave-aromamizer-titan-v2-rdta-gunmetal-p-20603.html,$52.31,$81.40 
Authentic ThunderHead Creations THC Tauren Elite Lite RTA Pro - Silver Black,https://www.cigabuy.com/authentic-thunderhead-creations-thc-tauren-elite-lite-rta-pro-silver-black-p-22248.html,$47.29,$47.29
Authentic SMOK ARCFOX 230W KIT - Bright Black,https://www.cigabuy.com/authentic-smok-arcfox-230w-kit-bright-black-p-20734.html,$54.41,$60.70 
Authentic VOOPOO Drag X Plus Professional Edition Mod - SILVER BLUE,https://www.cigabuy.com/authentic-voopoo-drag-x-plus-professional-edition-mod-silver-blue-p-21655.html,$30.71,$43.79 
Authentic Timesvape Dreamer V1.5 Mech Mod - SS Polish,https://www.cigabuy.com/authentic-timesvape-dreamer-v15-mech-mod-ss-polish-p-20485.html,$37.41,$45.87 
Authentic VOOPOO Drag X Pro Pod Kit - Garda Blue,https://www.cigabuy.com/authentic-voopoo-drag-x-pro-pod-kit-garda-blue-p-21914.html,$35.14,$37.74 
Authentic SMOK TFV18 Mini Tank - Stainless Steel,https://www.cigabuy.com/authentic-smok-tfv18-mini-tank-stainless-steel-p-22151.html,$21.54,$24.36 
Authentic Nitecore i4 18650 Intellicharger New Version - EU PLUG,https://www.cigabuy.com/authentic-nitecore-i4-18650-intellicharger-new-version-eu-plug-p-10550.html,$13.78,$18.18 
Authentic Vandyvape PR SE Kit - Diamond Black,https://www.cigabuy.com/authentic-vandyvape-se-kit-diamond-black-p-21779.html,$75.48,$75.48
5 x Authentic Geekvape M0.14 Coil 0.14ohm,https://www.cigabuy.com/5-x-authentic-geekvape-m014-coil-014ohm-p-21341.html,$10.26,$15.00 
Authentic Wotofo MDURA PRO MOD - King Kong Red,https://www.cigabuy.com/authentic-wotofo-mdura-pro-mod-king-kong-red-p-21107.html,$61.01,$61.01
Authentic asMODus Lustro 200W TC Box Mod - Teal + pink,https://www.cigabuy.com/authentic-asmodus-lustro-200w-tc-box-mod-teal-pink-p-21862.html,$29.57,$42.07 
Authentic Vandy Vape PYRO V4 RDTA - Frosted Grey,https://www.cigabuy.com/authentic-vandy-vape-pyro-v4-rdta-frosted-grey-p-22172.html,$39.59,$39.59
"Cevapro Cycling Gloves, Touchscreen Winter Gloves Thicken Warm Gloves - SIZE M",https://www.cigabuy.com/cevapro-cycling-gloves-touchscreen-winter-gloves-thicken-warm-gloves-size-p-22447.html,$1.14,$4.55 
50pcs Authentic VandyVape Vape Cotton Laces 10pcs/bag,https://www.cigabuy.com/50pcs-authentic-vandyvape-vape-cotton-laces-10pcsbag-p-21217.html,$10.24,$12.89 
Authentic Vandyvape BERSERKER Mini V2 MTL RTA - Matte Black,https://www.cigabuy.com/authentic-vandyvape-berserker-mini-v2-mtl-rta-matte-black-p-20621.html,$30.61,$42.73 
Authentic VOOPOO Drag S Pro Pod Kit - Sapphire Blue,https://www.cigabuy.com/authentic-voopoo-drag-s-pro-pod-kit-sapphire-blue-p-21911.html,$36.28,$38.75 
"Cevapro Cycling Gloves, Touchscreen Winter Gloves Thicken Warm Gloves - SIZE XXL",https://www.cigabuy.com/cevapro-cycling-gloves-touchscreen-winter-gloves-thicken-warm-gloves-size-xxl-p-22445.html,$1.14,$4.55 
Authentic Dovpo Blotto Single Coil RTA - Stainless Steel,https://www.cigabuy.com/authentic-dovpo-blotto-single-coil-rta-stainless-steel-p-21993.html,$35.73,$35.73
Authentic Wotofo Profile PS Dual Mesh RDA - Gold,https://www.cigabuy.com/authentic-wotofo-profile-ps-dual-mesh-rda-gold-p-22019.html,$35.18,$35.18
Authentic VOOPOO DRAG 3 177W MOD - Sandy Brown,https://www.cigabuy.com/authentic-voopoo-drag-3-177w-mod-sandy-brown-p-20566.html,$36.28,$37.95 
Authentic Steam Crave Aromamizer Titan V2 RDTA - Silver,https://www.cigabuy.com/authentic-steam-crave-aromamizer-titan-v2-rdta-silver-p-20601.html,$52.15,$81.40 
Authentic Steam Crave Titan PWM V1.5 Mod - Silver,https://www.cigabuy.com/authentic-steam-crave-titan-pwm-v15-mod-silver-p-19518.html,$50.04,$84.69 
Authentic Uwell Caliburn A2 Pod Kit - Red Leather,https://www.cigabuy.com/authentic-uwell-caliburn-a2-pod-kit-red-leather-p-21871.html,$25.15,$25.15
Authentic VOOPOO DRAG 3 177W MOD - Smoky Grey,https://www.cigabuy.com/authentic-voopoo-drag-3-177w-mod-smoky-grey-p-20565.html,$36.28,$37.95 
Authentic Freemax Maxus 200W  Kit - Blue - Yellow,https://www.cigabuy.com/authentic-freemax-maxus-200w-kit-blue-yellow-p-19159.html,$50.17,$82.89 
Authentic Steam Crave Titan PWM V1.5 Mod - Black,https://www.cigabuy.com/authentic-steam-crave-titan-pwm-v15-mod-black-p-19519.html,$50.04,$84.69 
Authentic VOOPOO DRAG Nano 2 Pod Kit - Powder Blue,https://www.cigabuy.com/authentic-voopoo-drag-nano-2-pod-kit-powder-blue-p-22207.html,$19.27,$21.01 
Authentic VOOPOO VINCI X 2 Pod Kit - Pine Grey,https://www.cigabuy.com/authentic-voopoo-vinci-x-2-pod-kit-pine-grey-p-21273.html,$27.21,$29.61 
Authentic Wotofo SMRT Pod Kit - Black,https://www.cigabuy.com/authentic-wotofo-smrt-pod-kit-black-p-20629.html,$22.67,$40.65 
3 x Authentic SMOK V12 Prince Strip 0.15Ω Coils,https://www.cigabuy.com/3-x-authentic-smok-v12-prince-strip-015Ω-coils-p-13181.html,$10.20,$11.44 
Authentic Digiflavor S G MTL Tube Kit - Gunmetal,https://www.cigabuy.com/authentic-digiflavor-s-g-mtl-tube-kit-gunmetal-p-21982.html,$50.32,$50.32
Authentic VOOPOO Doric 20 Pod Kit - Ice Blue,https://www.cigabuy.com/authentic-voopoo-doric-20-pod-kit-ice-blue-p-22106.html,$17.06,$18.88 
Authentic Freemax Marvos S 80W Kit - Gunmetal/Yellow,https://www.cigabuy.com/authentic-freemax-marvos-s-80w-kit-gunmetalyellow-p-21988.html,$34.21,$34.73 
150pcs Demon Killer Slacker Cotton Hardcover for RTA Building 30pcs/pack,https://www.cigabuy.com/150pcs-demon-killer-slacker-cotton-hardcover-for-rta-building-30pcspack-p-21219.html,$10.24,$12.89 
Authentic Vandy Vape PYRO V4 RDTA - Gunmetal,https://www.cigabuy.com/authentic-vandy-vape-pyro-v4-rdta-gunmetal-p-22173.html,$39.59,$39.59
Authentic asMODus Lustro 200W TC Box Mod - lime green + pink,https://www.cigabuy.com/authentic-asmodus-lustro-200w-tc-box-mod-lime-green-pink-p-21860.html,$29.57,$42.07 
Authentic Wotofo nexMINI Subtank - SS,https://www.cigabuy.com/authentic-wotofo-nexmini-subtank-ss-p-21615.html,$30.15,$30.15
Authentic VOOPOO Drag X Pro Pod Kit - Classic Black,https://www.cigabuy.com/authentic-voopoo-drag-x-pro-pod-kit-classic-black-p-21913.html,$35.14,$37.74 
Authentic VOOPOO Drag X Pro Pod Kit - Sahara Brown,https://www.cigabuy.com/authentic-voopoo-drag-x-pro-pod-kit-sahara-brown-p-21917.html,$35.14,$37.74 
Authentic SMOK TFV18 Mini Tank - Red,https://www.cigabuy.com/authentic-smok-tfv18-mini-tank-red-p-22155.html,$19.39,$24.36 
Authentic Vandyvape Berserker V2 MTL RTA  - SS,https://www.cigabuy.com/authentic-vandyvape-berserker-v2-mtl-rta-ss-p-19402.html,$19.27,$22.47 
8pcs Authentic Uwell Crown Pod Repalcement Cartridge 1.0ohm 2pcs/pack,https://www.cigabuy.com/8pcs-authentic-uwell-crown-pod-repalcement-cartridge-10ohm-2pcspack-p-21684.html,$23.88,$30.01 
Authentic Vandyvape GAUR-21 Mod - Carbon Fiber Silver,https://www.cigabuy.com/authentic-vandyvape-gaur-21-mod-carbon-fiber-silver-p-20364.html,$38.54,$60.80 
Authentic Geekvape S100 Aegis Solo 2 Kit w/ Z Sub-ohm 2021 Tank - Classic Black,https://www.cigabuy.com/authentic-geekvape-s100-aegis-solo-2-kit-w-z-sub-ohm-2021-tank-classic-black-p-21873.html,$82.13,$82.13
Authentic SMOK Solus Pod Kit - Grey,https://www.cigabuy.com/authentic-smok-solus-pod-kit-grey-p-22052.html,$10.24,$10.66 
Authentic Thunderhead Creations THC Tauren MTL RTA 2ml - Stainless Steel,https://www.cigabuy.com/authentic-thunderhead-creations-thc-tauren-mtl-rta-2ml-stainless-steel-p-20497.html,$28.34,$42.65 
Authentic Steam Crave Mini Robot Combo Mod - Stainless Steel,https://www.cigabuy.com/authentic-steam-crave-mini-robot-combo-mod-stainless-steel-p-21901.html,$40.16,$40.16
Authentic VOOPOO DRAG X Plus MOD - Classic,https://www.cigabuy.com/authentic-voopoo-drag-x-plus-mod-classic-p-20579.html,$28.43,$31.45 
Authentic GAS MODS Cyber RTA - Black,https://www.cigabuy.com/authentic-gas-mods-cyber-rta-black-p-21045.html,$25.09,$25.95 
Authentic Wotofo MDURA PRO Kit - King Kong Orange,https://www.cigabuy.com/authentic-wotofo-mdura-pro-kit-king-kong-orange-p-21101.html,$44.30,$81.36 
Authentic Vandy Vape PYRO V4 RDTA - Rainbow,https://www.cigabuy.com/authentic-vandy-vape-pyro-v4-rdta-rainbow-p-22176.html,$39.59,$39.59
Authentic Vandyvape KYLIN M PRO RTA - Frosted Grey,https://www.cigabuy.com/authentic-vandyvape-kylin-pro-rta-frosted-grey-p-21996.html,$28.43,$42.26 
Authentic Digiflavor S G MTL Tube Kit - Black,https://www.cigabuy.com/authentic-digiflavor-s-g-mtl-tube-kit-black-p-21983.html,$50.32,$50.32
10 x SEA WOLF SS316L Alien Premade Coil Wire 0.25ohm,https://www.cigabuy.com/10-x-sea-wolf-ss316l-alien-premade-coil-wire-025ohm-p-14599.html,$2.27,$3.19 
Authentic Vandyvape RATH RDA - Black,https://www.cigabuy.com/authentic-vandyvape-rath-rda-black-p-21097.html,$24.94,$38.66 
Authentic Hellvape Fat Rabbit RTA - Stainless Steel,https://www.cigabuy.com/authentic-hellvape-fat-rabbit-rta-stainless-steel-p-21709.html,$24.94,$26.80 
Authentic Freemax Marvos S 80W Kit - Silver/Grey,https://www.cigabuy.com/authentic-freemax-marvos-s-80w-kit-silvergrey-p-21989.html,$32.98,$34.73 
Authentic Geekvape L200 Aegis Legend 2 Kit - Black,https://www.cigabuy.com/authentic-geekvape-l200-aegis-legend-2-kit-black-p-21203.html,$50.17,$86.37 
Authentic Wotofo MDURA PRO MOD - King Kong Blue,https://www.cigabuy.com/authentic-wotofo-mdura-pro-mod-king-kong-blue-p-21105.html,$61.01,$61.01
Authentic Digiflavor Siren MTL RTA V4 - SS,https://www.cigabuy.com/authentic-digiflavor-siren-mtl-rta-v4-ss-p-21774.html,$29.17,$29.17
2Pack Authentic Demon Killer Muscle Cotton by Wick N Vape,https://www.cigabuy.com/2pack-authentic-demon-killer-muscle-cotton-by-wick-n-vape-p-22355.html,$1.14,$6.82 
Authentic Geekvape Z50 Kit - Rainbow,https://www.cigabuy.com/authentic-geekvape-z50-kit-rainbow-p-21335.html,$63.91,$63.91
Authentic Wotofo Profile Unity RTA 3.5/5ml 25MM - Silver,https://www.cigabuy.com/authentic-wotofo-profile-unity-rta-355ml-25mm-silver-p-14167.html,$21.54,$43.13 
Authentic asMODus AWAKE Device - Millennial Pink,https://www.cigabuy.com/authentic-asmodus-awake-device-millennial-pink-p-22125.html,$9.12,$10.66 
Authentic Wotofo Gear V2 RTA - Blue,https://www.cigabuy.com/authentic-wotofo-gear-v2-rta-blue-p-22386.html,$35.22,$35.22
Authentic Wotofo Gear V2 RTA - Black,https://www.cigabuy.com/authentic-wotofo-gear-v2-rta-black-p-22384.html,$35.22,$35.22
Authentic VOOPOO Drag 3 TPP-X Kit - Silver Dream Blue,https://www.cigabuy.com/authentic-voopoo-drag-3-tpp-x-kit-silver-dream-blue-p-22212.html,$40.94,$51.27 
Authentic VOOPOO Drag 3 TPP-X Kit - Eagle Black,https://www.cigabuy.com/authentic-voopoo-drag-3-tpp-x-kit-eagle-black-p-22209.html,$40.94,$51.27 
Authentic Uwell Caliburn G2 Pod Kit - Shading Gray,https://www.cigabuy.com/authentic-uwell-caliburn-g2-pod-kit-shading-gray-p-22279.html,$30.22,$30.22
Authentic Vandyvape KYLIN M PRO RTA - Rainbow,https://www.cigabuy.com/authentic-vandyvape-kylin-pro-rta-rainbow-p-22000.html,$42.26,$42.26
Authentic Hellvape AREZ 120 MOD - Matte Black,https://www.cigabuy.com/authentic-hellvape-arez-120-mod-matte-black-p-21139.html,$42.19,$45.04 
Authentic Uwell Caliburn G2 Pod Kit - Ultramarine Blue,https://www.cigabuy.com/authentic-uwell-caliburn-g2-pod-kit-ultramarine-blue-p-22280.html,$30.22,$30.22
Authentic Uwell Caliburn G2 Pod Kit - Pyrrole Scarlet,https://www.cigabuy.com/authentic-uwell-caliburn-g2-pod-kit-pyrrole-scarlet-p-22278.html,$30.22,$30.22
Authentic Vandyvape Pulse AIO Kit - Frosted Blue,https://www.cigabuy.com/authentic-vandyvape-pulse-aio-kit-frosted-blue-p-22318.html,$95.73,$95.73
Authentic Vandyvape PR SE Kit - Meteorite Grey,https://www.cigabuy.com/authentic-vandyvape-se-kit-meteorite-grey-p-21780.html,$75.48,$75.48
Authentic Wotofo Profile Unity RTA 3.5/5ml 25MM - Black,https://www.cigabuy.com/authentic-wotofo-profile-unity-rta-355ml-25mm-black-p-14166.html,$20.47,$43.13 
1 x Authentic Uwell GABRIEL Respect Disposable Vape Pen Kit - Banana Ice Cream,https://www.cigabuy.com/1-x-authentic-uwell-gabriel-respect-disposable-vape-pen-kit-banana-ice-cream-p-22370.html,$17.12,$17.12
Authentic VOOPOO DRAG Nano 2 Pod Kit - Gull Grey,https://www.cigabuy.com/authentic-voopoo-drag-nano-2-pod-kit-gull-grey-p-22206.html,$19.33,$21.01 
Authentic Uwell Caliburn KOKO Prime Kit - Black,https://www.cigabuy.com/authentic-uwell-caliburn-koko-prime-kit-black-p-20246.html,$22.67,$34.74 
Authentic Wotofo Gear V2 RTA - Rainbow,https://www.cigabuy.com/authentic-wotofo-gear-v2-rta-rainbow-p-22389.html,$35.22,$35.22
Authentic Wotofo Gear V2 RTA - Gold,https://www.cigabuy.com/authentic-wotofo-gear-v2-rta-gold-p-22388.html,$35.22,$35.22
Authentic ThunderHead Creations THC Tauren MAX RDA  - Brass Black,https://www.cigabuy.com/authentic-thunderhead-creations-thc-tauren-max-rda-brass-black-p-21074.html,$23.81,$37.55 
Authentic Steam Crave Hadron Lite Advanced Combo Kit - Gunmetal,https://www.cigabuy.com/authentic-steam-crave-hadron-lite-advanced-combo-kit-gunmetal-p-22272.html,$110.83,$110.83
Authentic SMOK Morph S Pod-80 Pod Kit - Brown,https://www.cigabuy.com/authentic-smok-morph-s-pod-80-pod-kit-brown-p-22032.html,$27.29,$30.19 
Authentic Dovpo Riva DNA250C Box Mod - Gunmetal Pure Gunmetal,https://www.cigabuy.com/authentic-dovpo-riva-dna250c-box-mod-gunmetal-pure-gunmetal-p-21053.html,$99.21,$152.64 
1 x Authentic Uwell GABRIEL Respect Disposable Vape Pen Pod Kit - Aloe&Grape,https://www.cigabuy.com/1-x-authentic-uwell-gabriel-respect-disposable-vape-pen-pod-kit-aloegrape-p-22368.html,$17.12,$17.12
1 x Authentic Uwell GABRIEL Respect Disposable Vape Pen Kit - Zesty Strawberry,https://www.cigabuy.com/1-x-authentic-uwell-gabriel-respect-disposable-vape-pen-kit-zesty-strawberry-p-22375.html,$17.12,$17.12
Authentic Geekvape Z Max Sub-Ohm Tank - Black,https://www.cigabuy.com/authentic-geekvape-z-max-sub-ohm-tank-black-p-21082.html,$22.81,$32.46 
1 x Authentic Uwell GABRIEL Freedom Disposable Vape Pen Pod Kit - Berries&Grape,https://www.cigabuy.com/1-x-authentic-uwell-gabriel-freedom-disposable-vape-pen-pod-kit-berriesgrape-p-22376.html,$18.13,$18.13
1 x Authentic Uwell GABRIEL Freedom Disposable Vape Pen Pod Kit - Icy Blackberry,https://www.cigabuy.com/1-x-authentic-uwell-gabriel-freedom-disposable-vape-pen-pod-kit-icy-blackberry-p-22377.html,$18.13,$18.13
1 x Authentic Uwell GABRIEL Respect Disposable Vape Pen Pod Kit - Aloe&Sweet Dew,https://www.cigabuy.com/1-x-authentic-uwell-gabriel-respect-disposable-vape-pen-pod-kit-aloesweet-dew-p-22369.html,$17.12,$17.12
1 x Authentic Uwell GABRIEL Respect Disposable Vape Pen Pod Kit - Currant&Berry,https://www.cigabuy.com/1-x-authentic-uwell-gabriel-respect-disposable-vape-pen-pod-kit-currantberry-p-22372.html,$17.12,$17.12
Authentic Wotofo MDura Mini Mod - Halftone Red,https://www.cigabuy.com/authentic-wotofo-mdura-mini-mod-halftone-red-p-21628.html,$40.21,$40.21
1 x Authentic Uwell GABRIEL Respect Disposable Vape Pen Pod Kit - Aloe&Sweet Dew,https://www.cigabuy.com/1-x-authentic-uwell-gabriel-respect-disposable-vape-pen-pod-kit-aloesweet-dew-p-22410.html,$23.88,$51.10 
1 x Authentic Uwell GABRIEL Freedom Disposable Vape Pen Pod Kit - Tropical Juice,https://www.cigabuy.com/1-x-authentic-uwell-gabriel-freedom-disposable-vape-pen-pod-kit-tropical-juice-p-22383.html,$18.13,$18.13
1 x Authentic Uwell GABRIEL Freedom Disposable Pen Kit - Strawberry Milkshake,https://www.cigabuy.com/1-x-authentic-uwell-gabriel-freedom-disposable-pen-kit-strawberry-milkshake-p-22382.html,$18.13,$18.13
1 x Authentic Uwell GABRIEL Respect Disposable Vape Pen Pod Kit - Aloe&Grape,https://www.cigabuy.com/1-x-authentic-uwell-gabriel-respect-disposable-vape-pen-pod-kit-aloegrape-p-22409.html,$23.88,$51.10 
1 x Authentic Uwell GABRIEL Respect Disposable Vape PenKit - Smooth Strawberry,https://www.cigabuy.com/1-x-authentic-uwell-gabriel-respect-disposable-vape-penkit-smooth-strawberry-p-22415.html,$23.88,$51.10 
1 x Authentic Uwell GABRIEL Freedom Disposable Pen Kit - Strawberry Milkshake,https://www.cigabuy.com/1-x-authentic-uwell-gabriel-freedom-disposable-pen-kit-strawberry-milkshake-p-22423.html,$25.02,$51.10 
1 x Authentic Uwell GABRIEL Respect Disposable Vape Pen Pod Kit - Peachy Mango,https://www.cigabuy.com/1-x-authentic-uwell-gabriel-respect-disposable-vape-pen-pod-kit-peachy-mango-p-22373.html,$17.12,$17.12
Authentic Steam Crave Mini Robot Combo Kit - Black,https://www.cigabuy.com/authentic-steam-crave-mini-robot-combo-kit-black-p-21900.html,$80.42,$80.42
1 x Authentic Uwell GABRIEL Respect Disposable Vape Pen Pod Kit - Currant&Berry,https://www.cigabuy.com/1-x-authentic-uwell-gabriel-respect-disposable-vape-pen-pod-kit-currantberry-p-22413.html,$23.88,$51.10 
1 x Authentic Uwell GABRIEL Freedom Disposable Vape Pen Pod Kit - Tropical Juice,https://www.cigabuy.com/1-x-authentic-uwell-gabriel-freedom-disposable-vape-pen-pod-kit-tropical-juice-p-22424.html,$25.02,$51.10 
1 x Authentic Wotofo D45 RBA Coil,https://www.cigabuy.com/1-x-authentic-wotofo-d45-rba-coil-p-21622.html,$10.01,$10.01
1 x Authentic Uwell GABRIEL Respect Disposable Vape PenKit - Smooth Strawberry,https://www.cigabuy.com/1-x-authentic-uwell-gabriel-respect-disposable-vape-penkit-smooth-strawberry-p-22374.html,$17.12,$17.12
Authentic Wotofo MDura Mini Mod - Halftone Blue,https://www.cigabuy.com/authentic-wotofo-mdura-mini-mod-halftone-blue-p-21629.html,$40.21,$40.21
3 x Authentic SMOK TFV18 0.15ohm Mesh Coil,https://www.cigabuy.com/3-x-authentic-smok-tfv18-015ohm-mesh-coil-p-20391.html,$10.20,$11.82 
1 x Authentic Uwell GABRIEL Respect Disposable Vape Pen Kit - Blueberry Lemonade,https://www.cigabuy.com/1-x-authentic-uwell-gabriel-respect-disposable-vape-pen-kit-blueberry-lemonade-p-22371.html,$17.12,$17.12
1 x Authentic Uwell GABRIEL Respect Disposable Vape Pen Pod Kit - Peachy Mango,https://www.cigabuy.com/1-x-authentic-uwell-gabriel-respect-disposable-vape-pen-pod-kit-peachy-mango-p-22414.html,$23.88,$51.10 
Authentic Vandyvape GAUR-21 Mod - Flame Red Resin,https://www.cigabuy.com/authentic-vandyvape-gaur-21-mod-flame-red-resin-p-20365.html,$38.54,$60.80 
1 x Authentic Uwell GABRIEL Respect Disposable Vape Pen Kit - Banana Ice Cream,https://www.cigabuy.com/1-x-authentic-uwell-gabriel-respect-disposable-vape-pen-kit-banana-ice-cream-p-22411.html,$23.88,$51.10 
Authentic SMOK MORPH 2 Kit with TFV18 Tank - Black Carbon Fiber,https://www.cigabuy.com/authentic-smok-morph-2-kit-with-tfv18-tank-black-carbon-fiber-p-20381.html,$47.61,$49.84 
1 x Authentic Uwell GABRIEL Respect Disposable Vape Pen Kit - Blueberry Lemonade,https://www.cigabuy.com/1-x-authentic-uwell-gabriel-respect-disposable-vape-pen-kit-blueberry-lemonade-p-22412.html,$23.88,$51.10 
5 x Authentic Geekvape M0.3 Dual Coil 0.3ohm,https://www.cigabuy.com/5-x-authentic-geekvape-m03-dual-coil-03ohm-p-21340.html,$13.62,$23.25 
Authentic Vandyvape Kylin Mini V2 RTA 5ml - Matte Black,https://www.cigabuy.com/authentic-vandyvape-kylin-mini-v2-rta-5ml-matte-black-p-19966.html,$27.21,$43.10 
Authentic Vandyvape REQUIEM BF Kit - Craftsman(silver),https://www.cigabuy.com/authentic-vandyvape-requiem-bf-kit-craftsmansilver-p-20751.html,$41.94,$61.05 
Authentic VOOPOO VINCI X 2 Pod Kit - Velvet Blue,https://www.cigabuy.com/authentic-voopoo-vinci-x-2-pod-kit-velvet-blue-p-21275.html,$25.02,$29.61 
Authentic Cthulhu Artemis MTL RTA 2.4ml 22mm - Stainless Steel,https://www.cigabuy.com/authentic-cthulhu-artemis-mtl-rta-24ml-22mm-stainless-steel-p-19956.html,$26.16,$26.67 
Authentic Geekvape M100 Aegis Mini 2 Mod - Rainbow,https://www.cigabuy.com/authentic-geekvape-m100-aegis-mini-2-mod-rainbow-p-21895.html,$66.94,$66.94
Authentic Vandyvape BERSERKER Mini V2 MTL RTA - SS,https://www.cigabuy.com/authentic-vandyvape-berserker-mini-v2-mtl-rta-ss-p-20622.html,$26.07,$42.73 
